id,name,lat,lon,alt
3060525655,Street Unknown road,50.8674252,4.6988278,36.26
1132625517,Street Unknown road,50.8674369,4.6988385,8.11
3060525656,Street Unknown road,50.8674677,4.6987572,38.16
1132625530,Street Unknown road,50.8674928,4.698691,28.38
3060525657,Street Unknown road,50.8674569,4.6987466,21.23
1132625492,Street Unknown road,50.8674115,4.6986105,21.35
1132625443,Street Unknown road,50.8673828,4.6986454,40.13
1132625495,Street Unknown road,50.8673489,4.6986534,16.19
1132625469,Street Unknown road,50.8673134,4.6986508,8.57
1132625418,Intersection Unknown road & Erasme Ruelenspark,50.8672615,4.6986538,44.06
3060530261,Intersection Unknown road & Erasme Ruelenspark,50.8672665,4.6987685,19.5
12974725586,Street Erasme Ruelenspark,50.8672583,4.6985835,40.89
249438690,Street Erasme Ruelenspark,50.8672689,4.698821,25.25
3060530262,Street Unknown road,50.867147,4.6987368,8.79
5437074483,Street Erasme Ruelenspark,50.8672595,4.6985585,38.75
249438689,Street Erasme Ruelenspark,50.8672783,4.6990334,40.43
12974725587,Street Erasme Ruelenspark,50.8672624,4.6985348,37.8
11865635920,Street Erasme Ruelenspark,50.8672784,4.6991168,30.42
16658368,Street Erasme Ruelenspark,50.8672671,4.6985119,17.53
12974725585,Street Erasme Ruelenspark,50.867277,4.6991497,34.55
12974725588,Street Erasme Ruelenspark,50.8673545,4.698223,13.86
203237412,Street Erasme Ruelenspark,50.8672737,4.6991748,38.62
12974725589,Street Erasme Ruelenspark,50.8673639,4.6982003,39.19
12974725584,Street Erasme Ruelenspark,50.867267,4.699204,46.5
5437074482,Street Erasme Ruelenspark,50.8673744,4.6981827,30.32
324434864,Intersection Unknown road & Erasme Ruelenspark,50.8672562,4.6992349,10.24
12974725590,Street Erasme Ruelenspark,50.8673877,4.6981666,21.03
11865635921,Street Erasme Ruelenspark,50.8672265,4.6992889,45.42
324434865,Street Unknown road,50.8673838,4.6993588,40.63
3056167886,Street Unknown road,50.8672248,4.6992211,34.2
16571284,Street Erasme Ruelenspark,50.8674014,4.6981553,21.77
1132625527,Street Erasme Ruelenspark,50.8671947,4.699329,35.86
3058147551,Street Unknown road,50.8674331,4.6992261,15.15
1352416334,Street Unknown road,50.8673457,4.6994566,35.11
3056167887,Street Unknown road,50.8671704,4.6991913,19.05
1088372913,Intersection Unknown road & Erasme Ruelenspark,50.8675107,4.6981086,36.25
1132625471,Intersection Unknown road & Erasme Ruelenspark,50.8670285,4.6994798,34.48
324434866,Street Unknown road,50.8674414,4.6992038,24.28
3058147552,Street Unknown road,50.867424,4.6992183,26.07
3058147540,Street Unknown road,50.8673319,4.6994921,16.8
615421594,Street Unknown road,50.8671459,4.6991778,17.77
1098529539,Street Erasme Ruelenspark,50.8676077,4.6980673,5.59
1088372882,Street Unknown road,50.8676705,4.6984068,5.54
1132625505,Street Unknown road,50.8670047,4.6995387,47.03
1132625429,Street Erasme Ruelenspark,50.8669127,4.6995721,14.81
324434868,Street Unknown road,50.8675563,4.699312,43.95
1088372891,Street Unknown road,50.8674647,4.6991415,15.23
3058147542,Street Unknown road,50.867297,4.6995815,14.79
3058147539,Street Unknown road,50.8673212,4.6994817,9.37
615421599,Street Unknown road,50.8670525,4.6992808,19.93
1132625407,Street Unknown road,50.8670645,4.6990477,46.1
1098529545,Intersection Unknown road & Erasme Ruelenspark,50.8676768,4.698006,21.87
1088372836,Street Unknown road,50.8677344,4.6984706,49.11
3060525661,Street Unknown road,50.8677076,4.6985397,22.33
3056518846,Street Unknown road,50.866861,4.6998984,22.74
1132625444,Street Unknown road,50.8671187,4.6996459,13.84
1098529543,Intersection Unknown road & Erasme Ruelenspark,50.8668184,4.6996176,37.06
3058147555,Street Unknown road,50.8676006,4.6991951,36.43
3060525912,Street Unknown road,50.8675188,4.6994062,15.09
3058147547,Street Unknown road,50.867457,4.6991339,27.73
3058147544,Street Unknown road,50.867262,4.6996712,7.52
3058147541,Street Unknown road,50.8672863,4.6995711,12.89
1226107480,Street Unknown road,50.8669677,4.6992788,46.94
1132625528,Street Unknown road,50.8667615,4.699028,24.84
203236151,Street Unknown road,50.8677949,4.6980988,45.76
8710221916,Street Unknown road,50.8675738,4.6979251,27.2
1088372843,Street Unknown road,50.8678449,4.6985811,42.33
3060525658,Street Unknown road,50.8676375,4.6987203,41.07
615422306,Street Unknown road,50.8668232,4.6999931,44.83
3056518847,Street Unknown road,50.8668454,4.6998836,20.79
1352416330,Street Unknown road,50.8670974,4.6997012,15.09
3056518844,Street Unknown road,50.8667042,4.6998897,29.76
615421598,Intersection Unknown road & Erasme Ruelenspark,50.8667492,4.6996466,30.33
324434869,Street Unknown road,50.867609,4.6991729,47.07
3058147556,Street Unknown road,50.867591,4.6991854,35.88
3058147549,Street Unknown road,50.8675088,4.6994315,18.89
3060525913,Street Unknown road,50.8676289,4.6995076,28.88
3058147546,Street Unknown road,50.8672291,4.6997556,21.47
3058147543,Street Unknown road,50.8672513,4.6996606,7.51
1226107497,Street Unknown road,50.8669684,4.699335,33.06
3070613948,Street Unknown road,50.8667607,4.6990491,49.04
1098517370,Street Unknown road,50.8679236,4.6981999,14.47
5435644349,Street Unknown road,50.867827,4.6980035,42.15
1098517477,Street Unknown road,50.8674597,4.6978355,27.72
8710221915,Street Unknown road,50.8676292,4.697773,15.61
3060525665,Street Unknown road,50.8678178,4.6986517,38.88
1088372867,Street Unknown road,50.8676053,4.6988033,25.72
3060525659,Street Unknown road,50.8676238,4.6987067,33.53
3056518845,Street Unknown road,50.8668075,4.6999806,32.08
1088372857,Street Unknown road,50.8672073,4.6998115,49.73
3056518849,Street Unknown road,50.8670906,4.6997189,41.76
1098529549,Street Unknown road,50.8666752,4.6999626,48.36
3056518843,Street Unknown road,50.8666906,4.6998769,45.92
615421597,Street Unknown road,50.8667551,4.6993304,10.69
1132625428,Intersection Unknown road & Erasme Ruelenspark,50.8664734,4.6997682,47.01
1352416337,Street Unknown road,50.8676449,4.6992065,20.06
3058147553,Street Unknown road,50.8676327,4.6991099,49.13
1639562279,Street Unknown road,50.867474,4.6995189,19.55
3058147550,Street Unknown road,50.867499,4.6994211,19.78
3060525916,Street Unknown road,50.8676515,4.6994525,8.78
3058147545,Street Unknown road,50.8672183,4.6997451,18.98
11862904190,Street Unknown road,50.8678337,4.6979831,8.76
3060525663,Street Unknown road,50.8677839,4.6987403,15.96
3060525666,Street Unknown road,50.8678048,4.6986377,5.84
3060525660,Street Unknown road,50.8675913,4.6987899,49.79
3056518851,Street Unknown road,50.8670604,4.699797,37.53
3056518850,Street Unknown road,50.8670772,4.699707,34.81
3056518842,Street Unknown road,50.8666615,4.6999515,7.54
1226107463,Street Unknown road,50.866596,4.6993236,11.25
1635684380,Street Unknown road,50.8667545,4.6993124,17.42
3056518841,Street Unknown road,50.8663122,4.699613,10.65
1132625430,Intersection Unknown road & Erasme Ruelenspark,50.8663879,4.6998066,18.87
7730481245,Street Unknown road,50.8680605,4.6991964,5.9
12088515203,Street Unknown road,50.867715,4.6992791,16.39
3058147554,Street Unknown road,50.8676238,4.6991016,30.27
3058147548,Street Unknown road,50.8674648,4.6995086,35.66
3060525914,Street Unknown road,50.8676856,4.6993695,40.69
3060525917,Street Unknown road,50.8676428,4.6994452,24.58
11862904189,Street Unknown road,50.867844,4.6979521,46.02
3060525664,Street Unknown road,50.8677688,4.69873,37.16
3056518853,Street Unknown road,50.8670231,4.6998936,6.39
3056518852,Street Unknown road,50.867047,4.6997844,26.97
615421595,Street Unknown road,50.8664829,4.6992624,35.14
3056518840,Street Unknown road,50.8662782,4.6997,32.2
1352416322,Street Erasme Ruelenspark,50.8662526,4.6998675,30.04
615403424,Intersection Erasme Ruelensvest & Unknown road,50.8681423,4.6992364,9.57
3060525915,Street Unknown road,50.8676757,4.6993609,18.57
5460144116,Intersection Unknown road & Naamsesteenweg,50.8678711,4.6978699,8.45
11863011397,Street Unknown road,50.8679097,4.6980044,45.3
8710221913,Street Unknown road,50.8678031,4.6979185,11.92
1132625526,Street Unknown road,50.8669925,4.699973,43.38
3056518854,Street Unknown road,50.8670091,4.6998812,46.8
16571288,Street Erasme Ruelenspark,50.8661723,4.6999101,48.41
3066490997,Street Erasme Ruelensvest,50.8680411,4.6995849,44.32
5460144115,Intersection Unknown road & Naamsesteenweg,50.8679354,4.697924,30.5
5543948006,Street Naamsesteenweg,50.867742,4.6977649,32.33
5435850741,Street Unknown road,50.8680317,4.6981016,11.17
3056518848,Street Unknown road,50.8669778,4.6999615,10.33
1352416317,Street Erasme Ruelenspark,50.8661637,4.6998508,9.75
1352416319,Street Erasme Ruelenspark,50.8661849,4.6999936,8.97
615402881,Street Erasme Ruelensvest,50.868034,4.6996112,37.51
11863011396,Street Unknown road,50.8679598,4.6978475,44.93
5460144113,Intersection Unknown road & Naamsesteenweg,50.8679917,4.6979662,21.02
5543948007,Street Naamsesteenweg,50.8674791,4.6975531,46.97
1196770302,Intersection Unknown road & Naamsesteenweg,50.8680599,4.6980167,26.14
1121825877,Street Unknown road,50.8679346,4.6983933,5.23
11862904187,Street Unknown road,50.8683545,4.6983766,11.74
9909536546,Street Erasme Ruelenspark,50.8659407,4.6998564,45.9
1132625454,Intersection Unknown road & Erasme Ruelenspark,50.8661556,4.6997802,38.76
1352416320,Street Erasme Ruelenspark,50.8662016,4.7000707,31.29
3077487777,Intersection Erasme Ruelensvest & Unknown road,50.867932,4.6999833,43.08
7874621113,Street Unknown road,50.8680234,4.6976394,15.17
11863011442,Street Unknown road,50.8679959,4.6978713,34.45
5460144112,Street Unknown road,50.8680224,4.6978888,6.06
5460144338,Street Naamsesteenweg,50.8671391,4.6972761,35.29
5543948005,Street Naamsesteenweg,50.8680956,4.6980425,31.95
1121825851,Street Unknown road,50.8679699,4.6984173,35.8
13464617042,Street Unknown road,50.8683609,4.6984035,31.48
1639557263,Intersection Stanislas De Rijcklaan & Erasme Ruelenspark,50.8659062,4.6998572,25.45
1132625472,Intersection Unknown road & Erasme Ruelenspark,50.86615,4.6996645,22.53
3056518836,Street Unknown road,50.8660339,4.699676,16.52
203237417,Intersection Broekstraat & Erasme Ruelenspark,50.8665841,4.7012312,8.5
8617201344,Street Erasme Ruelensvest,50.8678928,4.700124,32.68
3077487776,Street Unknown road,50.8678929,4.6999535,14.87
11863011401,Street Unknown road,50.8680549,4.697595,6.6
13135941192,Street Unknown road,50.8680319,4.6978651,23.05
11863011441,Street Unknown road,50.8680615,4.6979147,42.8
1088372886,Intersection Unknown road & Naamsesteenweg,50.8668264,4.6969734,28.14
1855321691,Street Naamsesteenweg,50.8681497,4.6980816,10.92
7489151218,Street Unknown road,50.8680039,4.6984008,42.3
8883557132,Street Unknown road,50.8684107,4.6986125,8.0
13464617041,Street Unknown road,50.8683112,4.6985579,34.39
1077420666,Street Stanislas De Rijcklaan,50.8658455,4.6995294,39.78
16571291,Intersection Jozef Eerdekensstraat & Stanislas De Rijcklaan,50.8659367,4.7000694,12.19
1132625433,Intersection Unknown road & Erasme Ruelenspark,50.8661496,4.6994969,24.41
3056518835,Street Unknown road,50.8660699,4.6995841,25.75
11862964666,Street Broekstraat,50.8662996,4.7014818,14.69
16571292,Intersection Broekstraat & Paul van Ostaijenlaan,50.8666433,4.7011792,20.51
615406476,Intersection Broekstraat & Erasme Ruelensvest,50.867871,4.7002215,45.13
3077487774,Street Unknown road,50.8677586,4.6998556,5.85
5460144104,Intersection Kardinaal Mercierlaan & Unknown road,50.8680707,4.6975727,30.61
5460144111,Street Unknown road,50.8680351,4.6978571,31.14
11863011443,Street Unknown road,50.868085,4.6979302,19.18
5460144337,Intersection Unknown road & Naamsesteenweg,50.8666459,4.6967882,31.97
