id,name,lat,lon,alt
3060525655,Street Unknown road,50.8674252,4.6988278,15.33
1132625517,Street Unknown road,50.8674369,4.6988385,22.9
3060525656,Street Unknown road,50.8674677,4.6987572,22.79
1132625530,Street Unknown road,50.8674928,4.698691,30.46
3060525657,Street Unknown road,50.8674569,4.6987466,16.71
1132625492,Street Unknown road,50.8674115,4.6986105,34.29
1132625443,Street Unknown road,50.8673828,4.6986454,37.09
1132625495,Street Unknown road,50.8673489,4.6986534,19.43
1132625469,Street Unknown road,50.8673134,4.6986508,20.97
1132625418,Intersection Unknown road & Erasme Ruelenspark,50.8672615,4.6986538,18.98
3060530261,Intersection Unknown road & Erasme Ruelenspark,50.8672665,4.6987685,45.69
12974725586,Street Erasme Ruelenspark,50.8672583,4.6985835,34.81
249438690,Street Erasme Ruelenspark,50.8672689,4.698821,16.05
3060530262,Street Unknown road,50.867147,4.6987368,48.61
5437074483,Street Erasme Ruelenspark,50.8672595,4.6985585,9.93
249438689,Street Erasme Ruelenspark,50.8672783,4.6990334,38.38
12974725587,Street Erasme Ruelenspark,50.8672624,4.6985348,46.85
11865635920,Street Erasme Ruelenspark,50.8672784,4.6991168,18.45
16658368,Street Erasme Ruelenspark,50.8672671,4.6985119,9.09
12974725585,Street Erasme Ruelenspark,50.867277,4.6991497,24.96
12974725588,Street Erasme Ruelenspark,50.8673545,4.698223,9.94
203237412,Street Erasme Ruelenspark,50.8672737,4.6991748,31.81
12974725589,Street Erasme Ruelenspark,50.8673639,4.6982003,34.46
12974725584,Street Erasme Ruelenspark,50.867267,4.699204,29.14
5437074482,Street Erasme Ruelenspark,50.8673744,4.6981827,48.09
324434864,Intersection Unknown road & Erasme Ruelenspark,50.8672562,4.6992349,48.26
12974725590,Street Erasme Ruelenspark,50.8673877,4.6981666,6.26
11865635921,Street Erasme Ruelenspark,50.8672265,4.6992889,10.74
324434865,Street Unknown road,50.8673838,4.6993588,21.31
3056167886,Street Unknown road,50.8672248,4.6992211,21.63
16571284,Street Erasme Ruelenspark,50.8674014,4.6981553,28.7
1132625527,Street Erasme Ruelenspark,50.8671947,4.699329,8.53
3058147551,Street Unknown road,50.8674331,4.6992261,37.09
1352416334,Street Unknown road,50.8673457,4.6994566,25.03
3056167887,Street Unknown road,50.8671704,4.6991913,24.08
1088372913,Intersection Unknown road & Erasme Ruelenspark,50.8675107,4.6981086,24.56
1132625471,Intersection Unknown road & Erasme Ruelenspark,50.8670285,4.6994798,32.58
324434866,Street Unknown road,50.8674414,4.6992038,40.3
3058147552,Street Unknown road,50.867424,4.6992183,15.86
3058147540,Street Unknown road,50.8673319,4.6994921,49.8
615421594,Street Unknown road,50.8671459,4.6991778,23.42
1098529539,Street Erasme Ruelenspark,50.8676077,4.6980673,35.27
1088372882,Street Unknown road,50.8676705,4.6984068,5.63
1132625505,Street Unknown road,50.8670047,4.6995387,10.0
1132625429,Street Erasme Ruelenspark,50.8669127,4.6995721,20.08
324434868,Street Unknown road,50.8675563,4.699312,48.66
1088372891,Street Unknown road,50.8674647,4.6991415,16.15
3058147542,Street Unknown road,50.867297,4.6995815,41.59
3058147539,Street Unknown road,50.8673212,4.6994817,34.3
615421599,Street Unknown road,50.8670525,4.6992808,30.12
1132625407,Street Unknown road,50.8670645,4.6990477,31.68
1098529545,Intersection Unknown road & Erasme Ruelenspark,50.8676768,4.698006,25.66
1088372836,Street Unknown road,50.8677344,4.6984706,33.82
3060525661,Street Unknown road,50.8677076,4.6985397,12.61
3056518846,Street Unknown road,50.866861,4.6998984,15.66
1132625444,Street Unknown road,50.8671187,4.6996459,49.89
1098529543,Intersection Unknown road & Erasme Ruelenspark,50.8668184,4.6996176,20.16
3058147555,Street Unknown road,50.8676006,4.6991951,15.97
3060525912,Street Unknown road,50.8675188,4.6994062,25.65
3058147547,Street Unknown road,50.867457,4.6991339,39.76
3058147544,Street Unknown road,50.867262,4.6996712,48.79
3058147541,Street Unknown road,50.8672863,4.6995711,22.13
1226107480,Street Unknown road,50.8669677,4.6992788,10.09
1132625528,Street Unknown road,50.8667615,4.699028,34.52
203236151,Street Unknown road,50.8677949,4.6980988,38.25
8710221916,Street Unknown road,50.8675738,4.6979251,25.71
1088372843,Street Unknown road,50.8678449,4.6985811,7.57
